Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Season,isMVP
267,Josh Jackson,SF,24,DET,39,3,18.1,2.6,6.4,0.41,0.8,2.9,0.265,1.9,3.5,0.529,0.47,1,1.4,0.714,0.4,2.7,3.2,1.3,0.5,0.5,1,1.8,7.1,2021-2022,0
267,Josh Jackson,SF,24,SAC,6,0,3.2,0.2,1.5,0.111,0,0.8,0,0.2,0.7,0.25,0.111,0.3,0.3,1,0,0.3,0.3,0.2,0.2,0.2,0.5,0.7,0.7,2021-2022,0
268,Justin Jackson,SF,26,TOT,7,0,5.3,0.7,2.1,0.333,0.4,1.3,0.333,0.3,0.9,0.333,0.433,0.3,0.3,1,0.1,0.9,1,0.3,0,0,0.1,0.4,2.1,2021-2022,0
268,Justin Jackson,SF,26,BOS,1,0,2,0,1,0,0,0,,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2021-2022,0
268,Justin Jackson,SF,26,PHO,6,0,5.8,0.8,2.3,0.357,0.5,1.5,0.333,0.3,0.8,0.4,0.464,0,0,,0.2,1,1.2,0.3,0,0,0.2,0.5,2.2,2021-2022,0
269,Reggie Jackson,SG,31,LAC,68,68,31.1,6.4,16.3,0.395,2.3,6.9,0.335,4.1,9.4,0.44,0.467,1.8,2.2,0.832,0.6,3.2,3.7,4.8,0.7,0.2,2.3,2,17,2021-2022,0
270,LeBron James,SF,37,LAL,53,53,37,11.2,21.5,0.522,2.8,8,0.357,8.4,13.6,0.619,0.588,4.5,5.9,0.755,1.2,7,8.2,6.2,1.3,1.1,3.5,2.2,29.8,2021-2022,0
271,DeJon Jarreau,SG,24,IND,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
272,DaQuan Jeffries,SG,24,MEM,3,0,3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,,0,0.7,0.7,0.3,0,0,0,0.3,0.7,2021-2022,0
273,Ty Jerome,SG,24,OKC,48,4,16.7,2.6,6.8,0.378,1.1,3.9,0.29,1.5,3,0.493,0.46,0.8,1,0.809,0.4,1.2,1.6,2.3,0.6,0.1,0.8,1.5,7.1,2021-2022,0
274,Isaiah Joe,SG,22,PHI,49,1,11.4,1.1,3.2,0.348,0.8,2.5,0.328,0.3,0.7,0.417,0.475,0.5,0.5,0.923,0.1,0.9,1,0.7,0.2,0.1,0.3,0.9,3.6,2021-2022,0
275,Alize Johnson,PF,25,TOT,23,0,7.3,0.7,1.7,0.436,0,0.2,0,0.7,1.5,0.486,0.436,0.3,0.5,0.583,1.2,1.4,2.7,0.4,0.2,0,0.5,0.8,1.8,2021-2022,0
275,Alize Johnson,PF,25,CHI,16,0,7.6,0.8,1.4,0.522,0,0.1,0,0.8,1.3,0.571,0.522,0.3,0.4,0.571,1,1.3,2.3,0.5,0.2,0,0.5,0.9,1.8,2021-2022,0
275,Alize Johnson,PF,25,WAS,3,0,6,0.7,2,0.333,0,0.7,0,0.7,1.3,0.5,0.333,0,0.3,0,1.7,2.3,4,0,0,0,1,0,1.3,2021-2022,0
275,Alize Johnson,PF,25,NOP,4,0,7,0.8,2.5,0.3,0,0,,0.8,2.5,0.3,0.3,0.8,1,0.75,1.8,1.5,3.3,0.3,0.5,0,0.3,0.8,2.3,2021-2022,0
276,B.J. Johnson,SF,26,ORL,4,0,16.3,2.8,6.3,0.44,1,2.5,0.4,1.8,3.8,0.467,0.52,0,0,,1.5,2.3,3.8,0,0,0.3,0,1,6.5,2021-2022,0
277,Cameron Johnson,PF,25,PHO,60,13,26.3,4.4,9.2,0.475,2.7,5.9,0.448,1.7,3.2,0.526,0.62,1.5,1.7,0.873,0.6,3.5,4.1,1.5,0.8,0.2,0.6,1.7,12.8,2021-2022,0
278,David Johnson,SG,20,TOR,2,0,1,0,0.5,0,0,0.5,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
279,Jalen Johnson,PF,20,ATL,17,0,4.1,0.6,1.3,0.5,0.2,0.5,0.375,0.5,0.8,0.571,0.568,0.2,0.4,0.667,0,1,1,0.1,0.1,0.1,0.2,0.2,1.7,2021-2022,0
280,James Johnson,PF,34,BRK,55,10,19.5,2.5,5.3,0.476,0.4,1.5,0.28,2.1,3.8,0.552,0.515,0.5,1,0.528,0.9,2.6,3.5,2.1,0.5,0.5,0.8,2.6,6,2021-2022,0
281,Joe Johnson,SG,40,BOS,1,0,2,1,1,1,0,0,,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,2,2021-2022,0
282,Keldon Johnson,SF,22,SAS,65,64,31.6,6.1,13,0.466,2,5,0.407,4,8.1,0.502,0.544,2.1,2.8,0.746,1.1,5,6.1,1.9,0.7,0.1,1.2,1.9,16.3,2021-2022,0
283,Keon Johnson,SG,19,TOT,24,2,14.1,1.8,5.3,0.333,0.5,1.5,0.351,1.2,3.7,0.326,0.385,1.1,1.4,0.794,0.5,1.4,1.9,1.3,0.5,0.2,0.7,1.5,5.2,2021-2022,0
283,Keon Johnson,SG,19,LAC,15,0,9,1.1,3.4,0.333,0.2,0.7,0.273,0.9,2.7,0.35,0.363,1.1,1.4,0.762,0.4,1,1.4,0.9,0.5,0.1,0.5,1.4,3.5,2021-2022,0
283,Keon Johnson,SG,19,POR,9,2,22.7,2.8,8.3,0.333,1.1,2.9,0.385,1.7,5.4,0.306,0.4,1.2,1.4,0.846,0.7,2.1,2.8,2.1,0.7,0.3,1,1.8,7.9,2021-2022,0
284,Stanley Johnson,PF,25,LAL,37,21,21.5,2.3,4.9,0.464,0.6,2,0.311,1.7,2.9,0.569,0.527,0.8,1.2,0.721,0.6,2.4,3.1,1.6,0.9,0.4,0.6,2.4,6.1,2021-2022,0
285,Tyler Johnson,PG,29,TOT,6,0,15.2,1,3.3,0.3,0.8,2.2,0.385,0.2,1.2,0.143,0.425,0,0,,0.5,1.5,2,1.2,0.5,0.5,0.3,1.2,2.8,2021-2022,0
285,Tyler Johnson,PG,29,PHI,3,0,12.7,1.3,3.3,0.4,1,2.3,0.429,0.3,1,0.333,0.55,0,0,,0.3,1.7,2,0.7,0.3,0.3,0.3,1.3,3.7,2021-2022,0
285,Tyler Johnson,PG,29,SAS,3,0,17.7,0.7,3.3,0.2,0.7,2,0.333,0,1.3,0,0.3,0,0,,0.7,1.3,2,1.7,0.7,0.7,0.3,1,2,2021-2022,0
286,Nikola Jokić,C,26,DEN,64,64,33.1,10,17.3,0.575,1.4,4.1,0.348,8.5,13.2,0.645,0.616,4.8,5.9,0.809,2.8,10.9,13.7,8.1,1.4,0.8,3.8,2.6,26.1,2021-2022,0
287,Carlik Jones,PG,24,TOT,5,0,4.6,0.2,1.8,0.111,0,0.2,0,0.2,1.6,0.125,0.111,0.4,0.4,1,0.2,0.4,0.6,1,0.2,0,0.6,0,0.8,2021-2022,0
287,Carlik Jones,PG,24,DAL,3,0,6.3,0,2.3,0,0,0.3,0,0,2,0,0,0.7,0.7,1,0.3,0.7,1,1.7,0.3,0,1,0,0.7,2021-2022,0
287,Carlik Jones,PG,24,DEN,2,0,2,0.5,1,0.5,0,0,,0.5,1,0.5,0.5,0,0,,0,0,0,0,0,0,0,0,1,2021-2022,0
288,Damian Jones,C,26,SAC,46,6,15.8,2.4,3.9,0.629,0.1,0.4,0.263,2.3,3.5,0.673,0.643,1.3,1.8,0.72,1.2,2.6,3.8,1.1,0.4,0.7,0.9,2.2,6.3,2021-2022,0
289,Derrick Jones Jr.,PF,24,CHI,45,8,17.8,2.1,3.8,0.544,0.4,1.1,0.32,1.7,2.7,0.636,0.591,1.1,1.4,0.787,1.2,2.2,3.4,0.6,0.5,0.7,0.6,2.2,5.6,2021-2022,0
290,Herbert Jones,PF,23,NOP,67,58,30,3.6,7.4,0.491,0.7,2,0.348,2.9,5.4,0.544,0.538,1.8,2.1,0.855,1.3,2.6,3.9,2.2,1.5,0.8,1.3,3.1,9.7,2021-2022,0
291,Jemerrio Jones,SF,26,LAL,2,0,7.5,1,1.5,0.667,0,0,,1,1.5,0.667,0.667,0,0,,1,0.5,1.5,0,0.5,0,0,1,2,2021-2022,0
292,Kai Jones,C,21,CHO,19,0,3.1,0.4,0.7,0.615,0.1,0.1,0.5,0.4,0.6,0.636,0.654,0.2,0.4,0.375,0.2,0.4,0.5,0.2,0.1,0,0.3,0.4,1.1,2021-2022,0
293,Mason Jones,SG,23,LAL,2,0,4.5,1,4,0.25,0,1,0,1,3,0.333,0.25,0.5,1,0.5,0.5,0.5,1,0,0.5,0,0.5,0.5,2.5,2021-2022,0
294,Tre Jones,PG,22,SAS,58,6,15.1,2.1,4.4,0.484,0.1,0.6,0.094,2.1,3.8,0.541,0.49,0.9,1.1,0.788,0.4,1.6,2,2.9,0.5,0.1,0.6,1.1,5.2,2021-2022,0
295,Tyus Jones,PG,25,MEM,64,15,20.2,3.2,7.2,0.449,1,2.7,0.363,2.3,4.5,0.5,0.516,0.7,0.8,0.83,0.2,2.1,2.4,4.1,0.9,0,0.6,0.5,8.1,2021-2022,0
296,DeAndre Jordan,C,33,TOT,38,19,12.8,1.8,2.9,0.633,0,0,,1.8,2.9,0.633,0.633,0.6,0.9,0.583,1.7,3.7,5.4,0.4,0.3,0.8,0.7,1.5,4.2,2021-2022,0
296,DeAndre Jordan,C,33,LAL,32,19,12.8,1.9,2.8,0.674,0,0,,1.9,2.8,0.674,0.674,0.4,0.8,0.462,1.6,3.8,5.4,0.4,0.3,0.8,0.7,1.6,4.1,2021-2022,0
296,DeAndre Jordan,C,33,PHI,6,0,12.8,1.5,3.3,0.45,0,0,,1.5,3.3,0.45,0.45,1.5,1.7,0.9,2.3,3.3,5.7,0.5,0.2,0.7,1.2,1.3,4.5,2021-2022,0
297,Cory Joseph,PG,30,DET,60,34,25,2.8,6.2,0.448,1,2.4,0.417,1.8,3.8,0.467,0.528,1.5,1.7,0.871,0.5,2.2,2.6,3.8,0.6,0.3,1.4,2.3,8,2021-2022,0
298,Georgios Kalaitzakis,SF,23,MIL,9,0,5.3,0.6,1.2,0.455,0.2,0.4,0.5,0.3,0.8,0.429,0.545,0.4,1,0.444,0.4,0.4,0.9,0,0.1,0.1,0.4,0.9,1.8,2021-2022,0
299,Frank Kaminsky,C,28,PHO,9,0,20.1,4,7.3,0.545,0.6,1.7,0.333,3.4,5.7,0.608,0.583,2,2.2,0.9,1.2,3.3,4.6,1.4,0.9,0.8,0.6,1.6,10.6,2021-2022,0
300,Luke Kennard,SG,25,LAC,62,11,27.5,4,9,0.446,2.7,6,0.452,1.3,3,0.436,0.596,0.9,1,0.889,0.3,3.1,3.4,2.1,0.6,0.1,0.9,1.5,11.7,2021-2022,0
301,Braxton Key,SF,24,PHI,2,0,3,0.5,1,0.5,0,0.5,0,0.5,0.5,1,0.5,0,0,,0.5,0.5,1,0.5,0.5,0,1,0.5,1,2021-2022,0
302,George King,SF,28,DAL,4,0,4.8,0,1.3,0,0,1,0,0,0.3,0,0,0.3,0.5,0.5,0,1.3,1.3,0,0,0,0.3,1,0.3,2021-2022,0
303,Louis King,SF,22,SAC,10,0,10.4,1.5,4.7,0.319,0.8,2.7,0.296,0.7,2,0.35,0.404,0.7,1,0.7,0,1.2,1.2,0.9,0.2,0.1,0,1.4,4.5,2021-2022,0
304,Corey Kispert,SF,22,WAS,65,24,21.7,2.8,6.3,0.447,1.3,3.8,0.344,1.5,2.5,0.606,0.552,0.7,0.8,0.849,0.7,1.9,2.6,1,0.4,0.3,0.6,1.1,7.6,2021-2022,0
305,Maxi Kleber,PF,30,DAL,52,21,24.9,2.4,6,0.408,1.5,4.3,0.345,1,1.7,0.568,0.532,0.8,1.1,0.729,1.2,4.7,5.9,1.1,0.5,1.1,0.7,2.4,7.2,2021-2022,0
306,Brandon Knight,PG,30,DAL,3,0,18,3,6.7,0.45,1.3,4.3,0.308,1.7,2.3,0.714,0.55,2.7,2.7,1,0,2.3,2.3,2.7,0.3,0,1.3,1.7,10,2021-2022,0
307,Nathan Knight,PF,24,MIN,34,2,7.1,1,2.1,0.493,0.1,0.3,0.222,1,1.8,0.532,0.507,1.2,1.7,0.737,0.8,1.4,2.1,0.5,0.2,0.2,0.5,1.1,3.4,2021-2022,0
308,Kevin Knox,SF,22,TOT,25,0,7.5,0.9,2.7,0.328,0.4,1.7,0.262,0.4,1,0.44,0.41,0.4,0.6,0.688,0.5,1,1.5,0.4,0.1,0,0.3,0.5,2.6,2021-2022,0
308,Kevin Knox,SF,22,NYK,13,0,8.5,1.2,3.1,0.375,0.8,2.2,0.357,0.4,0.9,0.417,0.5,0.5,0.8,0.7,0.6,1.1,1.7,0.2,0.2,0.1,0.4,0.4,3.6,2021-2022,0
308,Kevin Knox,SF,22,ATL,12,0,6.4,0.6,2.3,0.259,0.1,1.2,0.071,0.5,1.1,0.462,0.278,0.3,0.5,0.667,0.4,0.9,1.3,0.6,0.1,0,0.2,0.6,1.6,2021-2022,0
309,John Konchar,SG,25,MEM,61,6,18,1.8,3.5,0.502,0.7,1.7,0.406,1,1.8,0.598,0.603,0.4,0.6,0.59,1.1,3.4,4.5,1.4,0.6,0.3,0.4,1.3,4.6,2021-2022,0
310,Furkan Korkmaz,SG,24,PHI,58,19,22.4,2.9,7.4,0.389,1.2,4.2,0.291,1.7,3.2,0.516,0.471,1.1,1.3,0.816,0.3,2.5,2.8,2.1,0.5,0.1,0.8,0.9,8.1,2021-2022,0
311,Luke Kornet,C,26,TOT,7,0,5,0.1,1.3,0.111,0,0.3,0,0.1,1,0.143,0.111,0.3,0.4,0.667,0.4,0.6,1,0.3,0.3,0.1,0,0.4,0.6,2021-2022,0
311,Luke Kornet,C,26,CLE,2,0,7.5,0.5,2.5,0.2,0,0.5,0,0.5,2,0.25,0.2,1,1.5,0.667,1,0.5,1.5,0.5,0,0.5,0,0.5,2,2021-2022,0
311,Luke Kornet,C,26,MIL,1,0,3,0,1,0,0,0,,0,1,0,0,0,0,,1,0,1,0,0,0,0,1,0,2021-2022,0
311,Luke Kornet,C,26,BOS,4,0,4.3,0,0.8,0,0,0.3,0,0,0.5,0,0,0,0,,0,0.8,0.8,0.3,0.5,0,0,0.3,0,2021-2022,0
312,Vit Krejci,SG,21,OKC,18,0,16.5,1.5,3.6,0.415,0.9,2.4,0.372,0.6,1.2,0.5,0.538,0.4,0.4,1,0.6,1.6,2.2,1,0.4,0.1,0.7,1.6,4.3,2021-2022,0
313,Arnoldas Kulboka,SF,24,CHO,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,2021-2022,0
314,Jonathan Kuminga,SF,19,GSW,58,8,16.4,3.3,6.4,0.509,0.7,2.2,0.333,2.5,4.2,0.602,0.567,1.8,2.5,0.699,0.7,2.5,3.2,0.8,0.4,0.3,1.1,2,9.1,2021-2022,0
315,Kyle Kuzma,PF,26,WAS,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,2021-2022,0
316,Anthony Lamb,SF,24,SAS,2,0,4,0,1,0,0,1,0,0,0,,0,0,0,,0,0.5,0.5,1,0,0,0,0,0,2021-2022,0
317,Jeremy Lamb,SF-SG,29,TOT,46,0,16.5,2.3,6.2,0.372,1,3.1,0.326,1.3,3.1,0.418,0.454,1.7,2,0.84,0.4,2.2,2.6,1.4,0.6,0.4,0.6,1.1,7.3,2021-2022,0
317,Jeremy Lamb,SF,29,IND,39,0,15.7,2.2,5.8,0.373,1,3,0.333,1.2,2.8,0.414,0.458,1.7,2.1,0.838,0.4,2,2.4,1.3,0.6,0.4,0.6,1.1,7.1,2021-2022,0
317,Jeremy Lamb,SG,29,SAC,7,0,21.1,3,8.1,0.368,1.1,3.9,0.296,1.9,4.3,0.433,0.439,1.7,2,0.857,0.4,3.4,3.9,1.9,0.4,0.9,0.7,1,8.9,2021-2022,0
318,Jock Landale,C,26,SAS,45,1,10.8,2,3.8,0.52,0.5,1.6,0.311,1.5,2.2,0.677,0.587,0.6,0.7,0.844,1.1,1.2,2.4,0.9,0.2,0.3,0.6,1.1,5.1,2021-2022,0
319,Romeo Langford,SG,22,TOT,45,5,16.5,1.8,4.2,0.436,0.6,1.9,0.345,1.2,2.3,0.51,0.513,0.5,0.8,0.553,0.7,1.7,2.3,0.4,0.5,0.4,0.4,1,4.8,2021-2022,0
319,Romeo Langford,SG,22,BOS,44,5,16.5,1.8,4.2,0.429,0.7,1.9,0.349,1.1,2.3,0.495,0.508,0.5,0.8,0.588,0.7,1.7,2.4,0.4,0.5,0.4,0.4,1,4.7,2021-2022,0
319,Romeo Langford,SG,22,SAS,1,0,16,3,4,0.75,0,1,0,3,3,1,0.75,1,4,0.25,0,1,1,0,0,0,0,0,7,2021-2022,0
320,Zach LaVine,SF,26,CHI,57,57,34.7,8.6,17.9,0.48,2.8,7.1,0.395,5.8,10.8,0.536,0.558,4.5,5.2,0.86,0.3,4.5,4.8,4.6,0.6,0.4,2.7,1.8,24.5,2021-2022,0
321,Jake Layman,SF,27,MIN,29,1,6.9,0.8,2.1,0.383,0.2,1,0.172,0.6,1.1,0.581,0.425,0.3,0.4,0.75,0.2,0.9,1.1,0.3,0.2,0.2,0.3,0.4,2.1,2021-2022,0
322,Damion Lee,SG,29,GSW,54,4,19.8,2.8,6.1,0.449,1.1,3.1,0.351,1.7,3,0.549,0.538,0.9,1,0.855,0.4,2.7,3.1,0.9,0.7,0.1,0.6,1.5,7.5,2021-2022,0
323,Saben Lee,PG,22,DET,33,0,15.1,1.7,4.5,0.385,0.4,1.5,0.24,1.4,3,0.459,0.426,1.2,1.5,0.784,0.4,1.8,2.2,2.5,0.9,0.3,0.8,1,5,2021-2022,0
324,Alex Len,C,28,SAC,35,10,16.4,2.4,4.6,0.525,0.2,0.6,0.3,2.3,4.1,0.556,0.543,1.1,1.7,0.638,1.4,3,4.4,1.2,0.3,0.7,1.2,2.7,6.1,2021-2022,0
325,Caris LeVert,SG,27,TOT,47,40,30.7,6.8,15.4,0.439,1.5,4.6,0.321,5.3,10.9,0.489,0.487,2.5,3.4,0.753,0.7,2.9,3.6,4.3,0.9,0.4,1.8,2.3,17.6,2021-2022,0
325,Caris LeVert,SG,27,IND,39,39,31.1,7.1,15.9,0.447,1.6,4.8,0.323,5.6,11.1,0.501,0.496,2.8,3.7,0.76,0.8,3.1,3.8,4.4,0.9,0.5,1.9,2.3,18.7,2021-2022,0
325,Caris LeVert,SG,27,CLE,8,1,28.5,5.1,13,0.394,1,3.3,0.308,4.1,9.8,0.423,0.433,1,1.5,0.667,0.6,1.8,2.4,3.9,0.9,0.3,1.4,2,12.3,2021-2022,0
